@relation MyTestRelation

@attribute spamclass string
@attribute tweetcontent string

@data
Spam,'The Vitamin Shoppe #Job: Key Holder (#Sykesville, MD) https://t.co/KYTELt8KCT #Jobs #Hiring'
Spam,'See our latest #Jenison, MI #job and click to apply: Physician - https://t.co/wBfEEHIyRP #urgentcare #Physician #Veterans #Hiring'
Spam,'??? ???????? https://t.co/lGKVKa2PXh'
Spam,'???? #newyork #chealseamarket #oysters @ Chelsea Market-Meatpacking District https://t.co/nZStHtQfv8'
Spam,'Couldn\'t make #coachella so had a #POOchella instead !!! ???? @ UCSF… https://t.co/9IQ7AnJo18'
NonSpam,'Happy Earth Month! ?????? Enjoy an article that I contributed to for the April issue of bclmag… https://t.co/GSJ48Gez3d'
Spam,'#NoFilterrrrrrrrrrr #WhenEverThizWaas @ Southwest Deroit https://t.co/IBmB7fi2iF'
NonSpam,'Cleared: Construction on #NY9A NB from West 50th Street to West 59th Street'
NonSpam,'Favorite Health Care Staffing #Nursing : Licensed Practical Nurse | LPN... (#Vineland, NJ) https://t.co/5w0pjFegw9 https://t.co/UvzbLuyfF9'
NonSpam,'Cleared: Construction on #GrandCentralParkway WB from Exit 10 - I-495 Long Island Expressway to Flushing Bay...'
NonSpam,'Cleared: Construction on #FranklinDRooseveltDrive SB from Montgomery Street to Catherine Street'
NonSpam,'Cleared: Construction on #I95 SB from Southern Boulevard to Arthur Avenue; Ramp'
NonSpam,'Cleared: Construction on #I495 EB from Exit 22A - Grand Central Parkwy to Exit 22B - Van Wyck Expwy I-678 /...'
NonSpam,'Cleared: Construction on #I495 EB from Colonial Avenue to Exit 22B - Van Wyck Expwy I-678 / College Point Blvd'
Spam,'We\'re #hiring! Click to apply: Embedded Software Engineer - https://t.co/LFLIe0lF2H #Engineering #Dedham, MA #Veterans #Job #Jobs'
Spam,'Want to work in #Scottsdale, AZ? View our latest opening: https://t.co/mskKZV6ZQ7 #Sales #Job #Jobs #Hiring'
Spam,'&lt;lbandit&gt; oh god\n&lt;lbandit&gt; i\'m in the \"seattle gay news online\"'
Spam,'Can you recommend anyone for this #Healthcare #job? https://t.co/iT9YknuUHU #Detroit, MI #Hiring https://t.co/qvNB7ltWTS'
Spam,'Dateline Rice for April 15, 2016 https://t.co/RPFfk3iHM4'
Spam,'#LittleRock, AR #Hospitality #Job: Cook at SONIC Drive-In https://t.co/mWv7oygWPr #Jobs #Hiring'
Spam,'Can you recommend anyone for this #job? Pharmacy Technician - https://t.co/qnYRVQjkDy #Dayton, OH #Healthcare #Hiring'
Spam,'S2022 [NEW] Requires public and nonpublic schools to test drinking water for lead and install lead filters or tre... https://t.co/84BwuSZf7L'
Spam,https://t.co/HPUFtEIOr9
NonSpam,'SB1468 [Enroll] As introduced, increases the membership of the board for licensing health care facilities from 18... https://t.co/NlxGWFFdrj'
Spam,'HJR0872 [Enroll] Miranda Vanette Evans, Top 25 Senior, Cherokee High School https://t.co/19SYk4V1w5'
Spam,'Não podemos fazer barulho no quarto então estamos na lavanderia. Don\'t stop the party @ San… https://t.co/Mia17qfh7e'
Spam,'HJR0875 [Enroll] Madison Andrews, Top 25 Senior, Cherokee High School https://t.co/2d6QHUMLPq'
Spam,'?? ?? When they catch u #Lurkin ??????  #SnapChat ?? @thedjfreshmaker @ Scottsdale, Arizona https://t.co/vfHiwl7441'
NonSpam,'Do right. Do your best. Treat others as you want to be treated. @… https://t.co/Scyjga8zz7'
Spam,'#goodMorning #fitness #gymlife @ Planet Fitness - Cinnaminson, NJ https://t.co/zJtFWfQUtQ'
Spam,'Culminado labores por este día que tengan buen fin de semana mi gente #must #audio #estudio… https://t.co/rvpti7dXiA'
Spam,'H3525 [Passed] Provides for appropriation to compensate Melvin &amp; Alma Colindres for wrongful death of their son,... https://t.co/htbpHkRXOx'
Spam,'It\'s the most wonderful time of the year... In line for Record Store Day! See how excited we… https://t.co/JmN2Zboh2S'
Spam,'Catch Yours truly @orvillethepoet &amp; my bro @flowetryman on @fox5newsdc on TODAY????Saturday… https://t.co/WCqGPCmzsX'
Spam,'Faltan 5 dias para vivir #ElEvento40   este jueves 21 de abril a las 5:00pm  @los40mx https://t.co/0ku1oHTQhQ'
Spam,'Checking in at 3AM ???? #FlightDelay #LAHome @ Sunset Tower Hotel https://t.co/F27g7UDRf4'
Spam,'Bueno día (@ Central de Autobuses in Aguascalientes, AGS) https://t.co/V11TufLM0B'
Spam,'#JLHRTAT #firstvehicle at #TAT2016 thank you #usarmy @ Peninsula Town Center https://t.co/PAmMunhlNu'
Spam,'Photo: A pair of lions in the grass https://t.co/Jrr9p7vVEl'
Spam,'Cleared: Incident on #GardenStateParkway NB at North of Exit 144 - CR 510'
Spam,'Serious accident (ems) in #Mecklenburg on Brookshire Blvd. Both NB/SB between I-77 and Beatties Ford Rd #traffic https://t.co/FWT2jwzDxj'
Spam,'Can you recommend anyone for this #Manufacturing #job? https://t.co/604iNhTHhs #SYRACUSE, NY #Hiring https://t.co/k7j5mfZHGQ'
Spam,'Some red wine #occultumlapidem  while listening to some #felakuti . Fela\'s London Scene @… https://t.co/exzeMbqS6Q'
Spam,'Can you recommend anyone for this #job? Bagger - https://t.co/JZZhDOg2wl #MERIDIAN, MS #Retail #Hiring'
NonSpam,'Never Say Never GRIOT ain\'t Good Again or My People gonna Blazin\' ?????????????? #SelfieNation… https://t.co/qj6hgXvrND'
Spam,'Having some #Fun on #Snapchat look me up on Snapchat Jim.verarde what is look up my name Jim… https://t.co/xpL9mUXTBS'
Spam,'Who.. Me...Bitchy #affirmative'
Spam,'#BusinessMgmt #Job alert: Licensing Specialist | Premise Health | #Brentwood, TN https://t.co/qPaZMTUgS5 #Jobs https://t.co/4RvePRf9as'
Spam,'#Healthcare #Job alert: Registered Nurse (RN)... | Molina Healthcare | #SanAntonio, TX https://t.co/2fCibs3r57 https://t.co/0ivaNItBFk'
Spam,'Morgan Stanley relocates near Galleria https://t.co/lxvwf5JTjA'
Spam,'@DaddieNotch @fusionspicehiphop #Reggae #Hiphop #Music #Live see the Hand!!. @ Fusion Spice, LLC https://t.co/RWj4Sqvle1'
Spam,'Appreciate everything ????\n.\n.\n.\n#vsco  #vscocam  #vscoph  #vscotoronto  #vscocanada  #photograph… https://t.co/WtUUW1eFUx'
NonSpam,'I might be at the top just yet, but I\'m above a lotta shit.......\n\nEarly morning smoke session… https://t.co/F03cT4H3Qq'
Spam,'My mom and dad rocking out to some nofx tonight! I think they had the best seats in the house. I… https://t.co/u4y1UCjySz'
NonSpam,'\" In LoVe with my freaky Woe \" ?????? #SelfieNation #Montreal #TrueDatGang #FuckFamous #KMVT… https://t.co/dyUWkaF7HM'
Spam,'#MarioBraa @ Southwest Deroit https://t.co/dSyLNl7Lw2'
Spam,'Been up for almost 24 hours, so ready for bed. Be ready for a vlog  about our day trip to… https://t.co/Q3lOYAEZcV'
Spam,'This #Hospitality #job might be a great fit for you: Assistant Manager - https://t.co/1dxFpGiS9V #Hendersonville, TN #Hiring'
NonSpam,'Good morning, New York! :) #Sunrise 06:15, noon 12:56, sunset 19:37 EDT (UTC-4), April 16. Day length: 13h 23m.'
Spam,'We\'re #hiring! Read about our latest #job opening here: Pharmacy Technician - https://t.co/ECoyqetgfC #KansasCity, MO #Healthcare'
Spam,'Try https://t.co/8VBudIz7Rv Crust availability, prices, participation, delivery areas and charges, and #Crust #menu'
Spam,'@DaddieNotch @fusionspicehiphop #Reggae #Hiphop #Music #Live #Philly @ Fusion Spice, LLC https://t.co/wP11cYsY3w'
NonSpam,'Wind 2.7 mph E. Barometer 29.826 in, Falling slowly. Temperature 64.8 °F. Rain today 0.00in. Humidity 95\%'
Spam,'#DesignatedPatrolAreaAvailable at 10300 Narcoossee Rd. #orlpol #opd'
Spam,'#HouseBusinessCheck at 846 S Kirkman Rd. #orlpol #opd'
Spam,'SPHERES https://t.co/jwHEgCYj1q'
Spam,'My next single \"Animal\" #MusicVideo #Shoot Day 1 wrapped!!! film_edit_live woooo!!!!! @ Los… https://t.co/tz4nQ10x2l'
NonSpam,'HAPPY RECORD STORE DAY PEEPS! Get out there and buy some wax! @ Amoeba San Francisco https://t.co/CjDBsgF2HZ'
NonSpam,'Wind 0.0 mph ---. Barometer 30.115 in, Falling. Temperature 43.0 °F. Rain today 0.00 in. Humidity 59\%'
Spam,'23206 Holly Hollow St, Tomball, TX 77377, $0 https://t.co/cXbMQO7Y02'
Spam,'1616 Taylor Street https://t.co/ot74t4Xwht'
Spam,'#SuspiciousPerson at Woods Ave &amp; 28th St. #orlpol #ocso'
Spam,'Alarm Highrise Residential - Danforth Avenue b/w Robinson Avenue / Leyton Avenue, Scarborough (2 Trucks)'
Spam,'Alarm Highrise Residential - Danforth Avenue b/w Robinson Avenue / Leyton Avenue, Scarborough (2 Trucks)'
Spam,'@ebbtideapp Tide in Port Aransas, Texas 04/16/2016\n Low  6:10am  0.3\nHigh  1:56pm  1.6\n Low  7:39pm  0.7\nHigh 12:55am  1.4'
Spam,'#Trump in 2016 Temp:52.9°F Wind:0.0mph Pressure: 30.24hpa Rising slowly Rain Today 0.00in.  Forecast: Settled fine'
Spam,'Neboulèm ???????? !!!!!!!#SelfieNation #Montreal #TrueDatGang #FuckFamous #KMVT #FollowMe… https://t.co/JPO9waAU65'
Spam,'Temp: 34.9F  W C: 34.9F  Wind:--- at 0.0kts Baro: 1035.7mb and Rising slowly Rain today: 0.00in R H: 99\%  #wvwx'
Spam,'Pink adult Tull skirt \nSize large \n$8.00\n#sexylook #adorable #getyourlook #tulleskirt @ Share… https://t.co/1P8OhFqmtM'
NonSpam,'GREETINGS FAMILY, &amp; FRIENDS....\n\nTHIS IS AN #URGENT #MESSAGE\n( MANAGEMENT/STAFF ) WOULD LIKE TO… https://t.co/uHcKkdI4y2'
Spam,'#TijuanaProblems ???????? @ El Cajon, California https://t.co/8elijiywrX'
Spam,'Accident, right lane blocked in #DaleCity on I-95 SB between Dale Cty and VA-234 Dumfries, jammed back to VA-294, delay of 14 mins'
Spam,'@Firoen ???????? https://t.co/kPzbWQFEvB'
Spam,'Want to work in #Knoxville, TN? View our latest opening: https://t.co/hjgHXPVxWF #Marketing #jobhunt #Hiring'
Spam,'It\'s timeeeeeeeee. ????????????????? very last pregnancy pic ! @ Houston Methodist Sugar Land Hospital https://t.co/XUo91tDdb2'
Spam,'moved 55 meters bearing 340° (1mo1) https://t.co/KwbniOIlHV'
NonSpam,'What a amazing week! Thanks Good Times and Thanks Grandpa Johnsons for having @namethebandsux in… https://t.co/0yUk1vCI6E'
Spam,'See our latest #Chicago, IL #job and click to apply: Project Engineer - Chemicals - https://t.co/AMc0GWUamM #Hiring https://t.co/ArmEEN2sWV'
Spam,'IMG_9900 https://t.co/bNz4eVHkNn'
Spam,'Cleared: Incident on #Q7Bus WB at South Cargo Road: JFK Airport'
Spam,'still the blood clot north... #gorapsgo #allday @ Toronto, Ontario https://t.co/4rmwlHEtwr'
NonSpam,'No Good In Goodbye by The Script is #nowplaying in Tavern on Main, Snellville.'
Spam,'I\'m at Gasolinera Libramiento Toluca-Morelia https://t.co/TNHZKAo2x6'
Spam,'@DaddieNotch Set The Show On MORE FIRE!!! #REGGAE #HipHop #Music #Live #Philly @ Fusion Spice, LLC https://t.co/4NqWmB36Hf'
Spam,'#thelifesavior #here #miraclesnigggggaaaasssss #smuckers @ Village of Pennbrook Apartments https://t.co/NxDx6wujLz'
Spam,'Check out my #listing in #Supply #NC https://t.co/zLEFHTjr4b #realestate #realtor https://t.co/Knu3JY3jiN'
Spam,'Want to work at Mercy? We\'re #hiring in #SaintLouis, MO! Click for details: https://t.co/r7RKaK2JU4 #HealthWelfare https://t.co/AjbbDCIjGo'
NonSpam,'Let\'z start off Saturday on the right foot!! Simply like share n comment and I\'ll announce the… https://t.co/8g2RTqt06y'
Spam,'See our latest #NewYork, NY #job and click to apply: Sales Associate, J.Crew Retail, Madison Avenue - https://t.co/SWp1BBZRWZ #Sales'
Spam,'Goode Company Restaurants plans dual-concept location https://t.co/OkKTrht5Or'
Spam,'Early Train @metronorth @ Fairfield, Connecticut https://t.co/mhl3yi3EPu'
Spam,'Family #Affair on #Set\n\"Art is the mirror to our souls\"\nPlease help my musical production on… https://t.co/7AJtVlM9Td'
Spam,'Want to work at AvalonBay? We\'re #hiring in #FallsChurch, VA! Click for details: https://t.co/A6ffQKW017 #Sales https://t.co/vTVNmGPvDK'
Spam,'Armenia-9168 https://t.co/S998gp3Wp0'
Spam,'Weather now: scattered clouds, 61°F, 14 mph northwest wind. https://t.co/5XGuIREAub'
Spam,'This #Retail #job might be a great fit for you: Assistant Store Manager - https://t.co/9wh1HwWlIo #BocaRaton, FL #Hiring'
Spam,'Want to work at Continuum Managed Services? We\'re #hiring in #CranberryTownship, PA! Click for details: https://t.co/bmWfMZVzsU'
Spam,'@DaddieNotch \"Love&amp;Hate\"!!. #Reggae #Hiphop #Music #Live #Philly @ Fusion Spice, LLC https://t.co/BTqTHz0I75'
Spam,'Weather now: clear sky, 45°F, 5 mph north-northeast wind. https://t.co/uL9i5teJaL'
Spam,'I\'m at @Wawa in Hamburg, PA https://t.co/8ZQFotpAi1'
Spam,'Weather now: clear sky, 1°C, 21 km/h north-northeast wind. https://t.co/3gc8QjZ3xe'
Spam,'Weather now: moderate rain, 33°F, 14 mph north-northwest wind. https://t.co/z5qh7FULSc'
Spam,'Weather now: clear sky, 36°F, 3 mph west-southwest wind. https://t.co/7Cr7WFFhxm'
Spam,'Elizabeth May: Greens will take Wolseley https://t.co/SVu7yOwd7c'
Spam,'Colorado Trump supporters protest delegate process https://t.co/u9wCJDbv9T'
NonSpam,'100 Days Away From DNC, Officials Confident City Will Be Ready https://t.co/eRIZuYdPIN'
Spam,'A man is arrested for having cocaine in his dentures. WMC5 https://t.co/mhD2qzJ2VM'
Spam,'Weather now: clear sky, 45°F, 3 mph north-northeast wind. https://t.co/ORIQQaYHrp'
Spam,'Can this Philly company revolutionize the window air conditioner? https://t.co/UhiYhKCk4V'
NonSpam,'Good Saturday morning! Eyewitness News Daybreak starts now! If you\'re not near a TV, watch along on your phone https://t.co/hbUKxBe5ef'
Spam,'Weather now: clear sky, 42°F, 3 mph east-northeast wind. https://t.co/sRMZCRp2ma'
Spam,'Weather now: overcast clouds, 69°F, 14 mph east-northeast wind. https://t.co/QAMjXF34fB'
Spam,'Ron Morris: Duke\'s Grayson Allen has nothing on ACC villains Dave Budd, Dan Wells, Art Heyman, John Roche https://t.co/63kDFN733y'
Spam,'Weather now: clear sky, 51°F, 9 mph southeast wind. https://t.co/NYRvhQeylJ'
Spam,'Weather now: clear sky, 5°C, 26 km/h east-northeast wind. https://t.co/HkgnoOOPjP'
Spam,'This #Nursing #job might be a great fit for you: Registered Nurse (RN) /... - https://t.co/wn6HXs5UUA #Hiring https://t.co/GFfuWsX3SQ'
Spam,'Weather now: clear sky, 40°F, 3 mph west-southwest wind. https://t.co/8PI9ztsfPU'
Spam,'Weather now: few clouds, 2°C, 17 km/h east-northeast wind. https://t.co/zSzUXmcVmV'
Spam,'Weather now: clear sky, 55°F, 3 mph east-northeast wind. https://t.co/0mT950giJG'
NonSpam,'WATCH: Giant shark grabs sailfish from hook in Florida https://t.co/182dGYedyg'
Spam,'Weather now: clear sky, 40°F, 8 mph north-northeast wind. https://t.co/wMYFudFMvK'
Spam,'Weather now: clear sky, 40°F, 3 mph west-southwest wind. https://t.co/avojscYQKg'
Spam,'Want to work at HonorHealth? We\'re #hiring in #Scottsdale, AZ! Click for details: https://t.co/mZEK10KERG #Nursing https://t.co/l28r4209xo'
Spam,'San luis potosi. (@ Hotel Zar in San Luis Potosi, SLP) https://t.co/x8F9w76IsL'
Spam,'Acabando la noche en el oca... #destino #hospital #DondeEstasMel @ Oca Hospital https://t.co/oYUibqwVOh'
Spam,'We\'re #hiring! Click to apply: Cook - https://t.co/8iRtJPNtS8 #Hospitality #Hartsville, TN #Job #Jobs'
Spam,'CVS Health #Retail #Job: Operations Manager (#Irving, TX) https://t.co/B0OA7CntxX #Jobs #Hiring'
Spam,'See our latest #PortHope, ON #job and click to apply: Cashier - https://t.co/wbnCax88DI #restaurantlife #CustomerService #Hiring'
Spam,'Thanks debbiemoynagh for tracking us down in costco delighted all our United States customers… https://t.co/yQcMdQ21QN'
NonSpam,'heavy rainfall likely from tonight through late sunday night across most of central and south-central kansas... ... https://t.co/9NZjArT2Up'
Spam,'20111015-20111015-IMG_7948-Edit https://t.co/CZWGmhFMmT'
Spam,'Only in New York!   #HillaryForAmerica hillaryclinton @ New York, New York https://t.co/pGdv7SnHU2'
Spam,'#NorthBethesda, MD #Healthcare #Job: 37160200 - Activities &amp;... at Sunrise Senior Living https://t.co/bOi06VdcxD https://t.co/i1MxVQ7y3V'
Spam,'Want to work in #Summit, NJ? View our latest opening: https://t.co/62uBa7Oc7m #Healthcare #Job #Jobs #Hiring https://t.co/HZCYxasuB5'
Spam,'#sunrise #differentsunrise #meandbuddy #upearly #hws @ Seneca Lake https://t.co/Qx5wZ2uT1p'
Spam,'I\'m at Borchardt Brothers Market - @borchardtbros in Blissfield, MI https://t.co/RT8u5nFCIv'
Spam,'Can you recommend anyone for this #IT #job? https://t.co/W95OYeEWHU #Worcester, MA #Hiring'
Spam,'Just call us the jalapeño whisperer #jalapeno #amctheaters #latenightwork @amctheatres @ AMC… https://t.co/npYlcK5BOI'
Spam,'Getting beastie #backday #back #shoulders #delts #abs #workout #fitness #gym So when I started… https://t.co/goLfjjua8T'
Spam,'@DaddieNotch Big Up de ladies dem dat cum out @fusionspicehiphop #Reggae #Hiphop #Music #Live… https://t.co/1TuxpcEQ3a'
Spam,'#DoleWhip #Parade at #Disneyland @ Disneyland/California Adventure https://t.co/E0dSt8khLi'
Spam,'I\'m at Tampa International Airport (TPA) - @flytpa in Tampa, FL https://t.co/dCZiIYP9qk'
NonSpam,'The Early Morning Scarebus @ BWI Thurgood Marshall Airport (BWI) https://t.co/jnF0edsj5t'
Spam,'\"People Never get the Flowers while they can still Smell \'em\"..... The worst part is that we… https://t.co/0kbmbUMl9G'
Spam,'We\'re #hiring! Click to apply: Customer Service Representative - https://t.co/KZgd3APTmi #milspouse #Phoenix, AZ https://t.co/SYjrY4Hr1D'
Spam,'See our latest #OPELIKA, AL #job and click to apply: Deli Associate - https://t.co/hqJvEfKLaQ #Retail #Hiring'
Spam,'A year ago I was lucky enough to surprise Nana Sue for Bday!! She woulda been 85 today!! Love… https://t.co/k8fFj7QCnT'
NonSpam,'A morir poqui. (@ Home is where the heart is ?? in Ciudad de México, Distrito Federal) https://t.co/sUx26W9V1S https://t.co/ByS5JXducK'
Spam,'I\'m at Autopista Bicentenario https://t.co/ZPdYDyQQLF'
Spam,'Cleared: Incident on #WTCLine'
Spam,'Cleared: Incident on #ToLine'
Spam,'Cleared: Incident on #HempsteadBranch EB at Jamaica Station'
Spam,'Cleared: Incident on #NWKLine Both directions'
Spam,'@DaddieNotch @fusionspicehiphop De Ladies Daddie!!. #Reggae #Hiphop #Music #Live #Philly @… https://t.co/mwL82YVfx6'
Spam,'I\'m at Charlotte Douglas International Airport (CLT) - @cltairport in Charlotte, NC https://t.co/hr0fYCgbct'
Spam,'Weekend ? (at @WashingtonDC. in Washington, DC) https://t.co/zyUHh9fDBz'
Spam,'I\'m at Rancho Relaxo in Chicago, IL https://t.co/laWHHkUV46'
Spam,'Chicken #turtle head-start in the #BristolAggieNRM #conservation #aquaculture facility. We are… https://t.co/baOIjMlKBL'
Spam,'The first of many bachelorette shenanigans #fromZtoH… https://t.co/XP9AnbZTDP'
NonSpam,'Had some good, fancy looking coffee the other day ?? @ The Hub… https://t.co/3dXzRxBCrL'
Spam,'Almost there #runlikeagirl #rundisney #starwars10k #darksidechallenge @ Epcot - Walt Disney World https://t.co/9hOfEmE0Ya'
Spam,'With The Bossies... I Mean BOSSES behind the Stasero, Stirling &amp; MrC\'s Brand ?????? @ Georgia… https://t.co/iSKezxSvVr'
Spam,'9520 Seawall Blvd #132, Galveston, TX 77554, $127,500 1 bed, 1 bath https://t.co/EJPd96yMmK'
Spam,'Simple mornings #DunkinDonuts #MorningMeditation #Queens #Nyc @ St. John\'s University https://t.co/lhvTeSEa74'
Spam,'Want to work at Carlson Wagonlit Travel? We\'re #hiring in #Columbus, GA! Click for details: https://t.co/FUTAWTzznv #Job #biztravel #Jobs'
Spam,'CVS Health: Pharmacy Technician (#Amherst, NY) https://t.co/TaEkVBo7ki #Healthcare #Job #Jobs #Hiring'
Spam,'Dallas 2 @ Dallas, Texas https://t.co/8UyTQ8AvF9'
Spam,'Can you recommend anyone for this #job? Temporary Sales Associate (Brick Specialist)... - https://t.co/ta9k8UUagI https://t.co/6y10bIrzJo'
Spam,'Severe Weather Threat Worries Recent Storm Victims: The possibility of heavy rain and storms in t... https://t.co/QlBZiIJVec #Plano #News'
Spam,'Loving You ....... ?????? @musiqsoulchild @warryncampbell @raphaelsaadiq @ursverse #lifeonearth ??… https://t.co/EhLnFJDLPE'
Spam,'Can you recommend anyone for this #job? Summer Maintenance Associate - https://t.co/e3VjIMvcfK #Boston, MA #Hiring https://t.co/nHckQXPAJN'
Spam,'9400 Doliver Dr #55, Houston, TX 77063, $315,000 4 beds, 2.5 baths https://t.co/uTu8b73gGl'
Spam,'8715 Meadowcroft Dr #801, Houston, TX 77063, $209,500 2 beds, 2.5 baths https://t.co/HddiTooVHe'
NonSpam,'What a beautiful sight. Happy Saturday. @ District Heights… https://t.co/LnUfVeDnbu'
Spam,'We\'re #hiring! Click to apply: Travel Registered Nurse - https://t.co/zVz83Jn0ad #Healthcare #Moab, UT #Job #Jobs https://t.co/h8MV1jpOYS'
Spam,'The Vitamin Shoppe #Retail #Job: Store Manager (#LasVegas, NV) https://t.co/7wCITpP776 #Jobs #Hiring'
Spam,'Chinatown | Chinese Savory Crepe w/ Shredded Pork \n??????\n-\n-\nGreasy, cheap, tastes good. Nothing… https://t.co/Y1cvjjbaEA'
Spam,'Just posted a photo @ Codex Lockout Studios https://t.co/F9Nz4U4MzQ'
NonSpam,'Just love the interior..#nomosohohotel #soho#newyork @ New York, New York https://t.co/SCYsUJUIcO'
NonSpam,'Home really can be in more than one place. ?? #Appalachians @ Pikeville, Kentucky https://t.co/McifjVUm3V'
Spam,'[?? Brightwater Towers West, Surf Ave, Brooklyn, NY ???????, ?? --kph, ?? --, ?? 0m, ?? https://t.co/HynFKlWZPX ]'
NonSpam,'Cleared: Construction on #FranklinDRooseveltDrive NB from East 73rd Street to East 82nd Street'
Spam,'\"@Champion_523: @JackieMooreTx hey Jackie\"Hello'
NonSpam,'HAPPY HAPPY BIRTHDAY to the cute little thing in the pretty skirt. I hope you enjoy your… https://t.co/17WsG2hRa6'
Spam,'great night w this great guy???? @ PNC Park https://t.co/GFJ4hM3cUM'
Spam,'https://t.co/fptIp5XAoi… https://t.co/TYq4jZN07l'
NonSpam,'He will makes everything beautiful in its time ?? #coloursoflife #lifelessons @ Union Square, San… https://t.co/XpqFxSO25U'
Spam,'#KANSASCITY, MO #Healthcare : CLINICAL DIETITIAN -RD FULL TIME / KANSAS CITY, MO at Compass Group USA https://t.co/K7nsWcQ39O #jobhunt'
Spam,'#dance #like4like #like4follow #losangeles #amazingday #bored #santiago #sandiego @dancevidslive… https://t.co/Z0gCrjskrz'
NonSpam,'Certified Surgical Tech |... - Favorite Health Care Staffing: (#SaintPaul, MN) https://t.co/98oNCWxt0M #Nursing #RN https://t.co/vyUtWyX1IQ'
Spam,'#lazyboymuzik #lazyloko #liquorsick #ese_tank #LAJOLLA #jollero #keepitreal @ Anaheim, California https://t.co/vMfOMhpxfZ'
Spam,'We\'re #hiring! Read about our latest #job opening here: Meat Associate - https://t.co/7EF0h7cPwF #W, JACKSONVILLE #Retail'
Spam,'#Marketing #Job alert: Intern - Employe Benefit Services/Member Contact Center | NRECA | #Lincoln, NE https://t.co/5CB8IbNjQ0 #internship'
Spam,'We\'re #hiring! Click to apply: Pharmacy Technician - https://t.co/qpcr1FxKwI #Healthcare #FRAZER, PA #Job #Jobs'
NonSpam,'\"@Brew7195: @JackieMooreTx would you have one more match?\" Yes, would love it.'
Spam,'Just posted a photo @ El Jardín de Mamá https://t.co/iAQ1c4EHer'
Spam,'sleepwalkinginclife #Swilife #PrettyP @ Broadrock Park https://t.co/SDXxRc3zVU'
Spam,'#underworld #bornslippy #coachella @ Empire Polo https://t.co/heoty3rheq'
Spam,'This is going blonde from really really damaged brown hair!!! 3 videos, 3 sessions, #balayage… https://t.co/VFJYuchYwx'
Spam,'Want to work in #HendersonHarbor, NY? View our latest opening: https://t.co/y2DPsJixw1 #Physician #Job #Jobs https://t.co/xl0tcvkDM7'
Spam,'Want to work at SONIC Drive-In? We\'re #hiring in #Coolidge, AZ! Click for details: https://t.co/8aWC5SYSWM #Hospitality #Job #Jobs'
Spam,'Try https://t.co/4ArVBJAMAR Crust availability, prices, participation, delivery areas and charges, and minimum purchase #Crust #menu'
Spam,'Llegó el día. Nos vamos a ver a COLDPLAY ?????????? #Coldplay #AHeadFullOfDreamsTour @ Aeropuerto… https://t.co/NVFQPQiJnA'
NonSpam,'Teach your child about gardening. Summer seeds and fruit trees are in stock. Open today from 8… https://t.co/bZVp2PnERq'
Spam,'4815 Mandell St, Houston, TX 77006, $849,000 3 beds, 3.5 baths https://t.co/jnjyfzJnji'
Spam,'I\'m at Indianapolis International Airport (IND) - @indairport in Indianapolis, IN https://t.co/ei4y6dy9PU'
Spam,'Dallas 1 @ Dallas, Texas https://t.co/x1OgSMkNpW'
Spam,'Can you recommend anyone for this #Hospitality #job? https://t.co/jJ1WLpEwl9 #Miami, FL #Hiring'
NonSpam,'Dangerous Love by Fuse ODG Featuring Sean Paul is #nowplaying in Tavern on Main, Snellville.'
Spam,'Watson, Wendy\'s first lamb, came into the world at 8:30 last night, sporting a soft brown,… https://t.co/Dv8YvZGrEX'
NonSpam,'BASEBALL: Montgomery picks up key district victory over Spring https://t.co/VZ3aKruUkY'
Spam,'I\'m at George Bush Intercontinental Airport (IAH) in Houston, TX https://t.co/5RMKTDdoBz'
Spam,'#SeeYa #4° #freezing #nicepics #ILNY #LoveMyLife #cutepeople #traveler @ John F. Kennedy… https://t.co/Gxxsfi49dZ'
Spam,'Been strangling my loved ones since i was five years old yo #FootWars #CousinLove @_shan_w0w @… https://t.co/2bzf6fRxJk'
Spam,'Can you recommend anyone for this #job? Commercial Installer - https://t.co/sovSZR8Pxp #Roseville, MN #SkilledTrade #Hiring'
Spam,'We\'re #hiring! Read about our latest #job opening here: Reminiscence C.N.A - H.H.A... - https://t.co/nn18TniHnT https://t.co/P6REUCUBUb'
Spam,'Interested in a #Retail #job near #Miami, FL? This could be a great fit: https://t.co/ndrVSSD7a4 #Hiring'
Spam,'Can you recommend anyone for this #IT #job? https://t.co/CinjYyKskZ #Phoenix, AZ #Hiring'
Spam,'Dawn. As in sunrise. Not the dishwashing liquid. #spring #toronto @ la maison d\'Yee https://t.co/RIF23UcmND'
NonSpam,'To my favorite subject to sketch, happy happy birthday!!! love you and see you soon, bestfriend!… https://t.co/Df8WzSwzHi'
Spam,'Couldn\'t make it to #coachella so decided to have #POOchella instead… https://t.co/cRGlsBx8yI'
Spam,'#Transportation #Job in #Gardendale, AL: Delivery Driver Part -Time at Genuine Parts NAPA https://t.co/cpwHlYeZkr #Jobs #Hiring'
Spam,'#disneyworld #animalkingdomsafari #animalkingdomdisney @ Kilimanjaro Safari https://t.co/YZmrsb58Yx'
Spam,'Waiting in line for #RSD2016 (@ Omega Music for Record Store Day at Omega Music in Dayton, OH) https://t.co/PPOTqGmI10'
Spam,#CriminalMinds
Spam,'@delwynplatero working his magic installing metal vented soffits! Came out looking super clean!… https://t.co/KMVglHBWBH'
